code;denomination
4.11.07.01.01;Disminución de rentas diferidas por recaudar a corto plazo
4.11.07.02.00;Disminución de pasivos diferidos a mediano y largo plazo
4.11.07.02.01;Disminución del rescate de certificados de reintegro tributario
4.11.07.02.02;Disminución del rescate de bonos de exportación
4.11.07.02.03;Disminución del rescate de bonos en dación de pagos
4.11.08.00.00;Disminución de provisiones y reservas técnicas
4.11.08.01.00;Disminución de provisiones
4.11.08.01.01;Disminución de provisiones para cuentas incobrables
4.11.08.01.02;Disminución de provisiones para despidos
4.11.08.01.03;Disminución de provisiones para pérdidas en el inventario
4.11.08.01.04;Disminución de provisiones para beneficios sociales
4.11.08.01.99;Disminución de otras provisiones
4.11.08.02.00;Disminución de reservas técnicas
4.11.09.00.00;Disminución de fondos de terceros
4.11.09.01.00;Disminución de depósitos recibidos en garantía
4.11.09.02.00;Disminución de depósitos recibidos por enteramiento de fondos públicos
4.11.09.99.00;Disminución de otros fondos de terceros
4.11.10.00.00;Disminución de depósitos de instituciones financieras
4.11.10.01.00;Disminución de depósitos a la vista
4.11.10.01.01;Disminución de depósitos de terceros a la vista de organismos del sector público
4.11.10.01.02;Disminución	de depósitos de terceros a la vista de personas naturales y jurídicas del sector privado
4.11.10.02.00;Disminución de depósitos a plazo fijo
4.11.10.02.01;Disminución de depósitos a plazo fijo de organismos del sector público
4.11.10.02.02;Disminución de depósitos a plazo fijo de personas naturales y jurídicas del sector privado
4.11.11.00.00;Obligaciones de ejercicios económico financieros anteriores
4.11.11.01.00;Devoluciones de cobros indebidos
4.11.11.02.00;Devoluciones y reintegros diversos
4.11.11.03.00;Indemnizaciones diversas
4.11.11.04.00;Compromisos	pendientes	de   ejercicios	económico financieros anteriores
4.11.11.05.00;Prestaciones sociales originadas por la aplicación de la Ley Orgánica del Trabajo, los Trabajadores y las Trabajadoras
4.11.98.00.00;Disminución de otros pasivos a corto plazo
4.11.98.01.00;Disminución de otros pasivos a corto plazo
4.11.99.00.00;Disminución de otros pasivos a mediano y largo plazo
4.11.99.01.00;Disminución de otros pasivos a mediano y largo plazo
4.12.00.00.00;DISMINUCIÓN DEL PATRIMONIO
4.12.01.00.00;Disminución del capital
4.12.01.01.00;Disminución del capital fiscal e institucional
4.12.01.02.00;Disminución de aportes por capitalizar
4.12.01.03.00;Disminución de dividendos a distribuir
4.12.02.00.00;Disminución de reservas
4.12.02.01.00;Disminución de reservas
4.12.03.00.00;Ajuste por inflación
4.12.03.01.00;Ajuste por inflación
4.12.04.00.00;Disminución de resultados
4.12.04.01.00;Disminución de resultados acumulados
4.12.04.02.00;Disminución de resultados del ejercicio económico financiero
4.98.00.00.00;RECTIFICACIONES AL PRESUPUESTO
4.98.01.00.00;Rectificaciones al presupuesto
4.98.01.01.00;Rectificaciones al presupuesto
